,1002,1004,1006,1008,1010,1012,1014,1016,1018,1020,1022,1024,1026,1028,1030,1032,1034,1036,1038,1040,1042,1044,1046,1048,1050,1052,1054,1056,1058,1060,1062,1064,1066,1068,1070,1072,1074,1076,1078,1080,1082,1084,1086,1088,1090,1092,1094,1096,1098,1100,1102,1104,1106,1108,1110,1112,1114,1116,1118,1120,1122,1124,1126,1128,1130,1132,1134,1136,1138,1140,1142,1144,1146,1148,1150,1152,1154,1156,1158,1160,1162,1164,1166,1168,1170,1172,1174,1176,1178,1180,1182,1184,1186,1188,1190,1192,1194,1196,1198,1200,1202,1204,1206,1208,1210,1212,1214,1216,1218,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258,1260,1262,1264,1266,1268,1270,1272,1274,1276,1278,1280,1282,1284,1286,1288,1290,1292,1294,1296
안지랑,05:55:40,06:06:50,06:18:50,06:29:50,06:39:50,06:49:50,06:58:50,07:07:50,07:15:50,07:23:50,07:31:50,07:38:50,07:45:50,07:52:50,07:59:50,08:05:50,08:10:50,08:15:50,08:20:50,08:25:50,08:30:50,08:35:50,08:40:50,08:45:50,08:50:50,08:55:50,09:00:50,09:05:50,09:10:50,09:15:50,09:20:50,09:25:50,09:30:50,09:35:50,09:40:50,09:45:50,09:51:50,09:57:50,10:03:50,10:10:50,10:17:50,10:25:50,10:33:50,10:41:50,10:49:50,10:57:50,11:05:50,11:13:50,11:21:50,11:29:50,11:37:50,11:45:50,11:53:50,12:01:50,12:09:50,12:17:50,12:25:50,12:33:50,12:41:50,12:49:50,12:57:50,13:05:50,13:13:50,13:21:50,13:29:50,13:37:50,13:45:50,13:53:50,14:01:50,14:09:50,14:17:50,14:25:50,14:33:50,14:41:50,14:49:50,14:57:50,15:05:50,15:13:50,15:21:50,15:29:50,15:37:50,15:45:50,15:53:50,16:01:50,16:09:50,16:17:50,16:25:50,16:33:50,16:41:50,16:49:50,16:57:50,17:05:50,17:13:50,17:21:50,17:29:50,17:36:50,17:43:50,17:49:50,17:54:50,17:59:50,18:04:50,18:09:50,18:14:50,18:19:50,18:24:50,18:29:50,18:34:50,18:39:50,18:44:50,18:49:50,18:54:50,18:59:50,19:04:50,19:10:50,19:16:50,19:23:50,19:31:50,19:39:50,19:47:50,19:55:50,20:03:50,20:11:50,20:19:50,20:27:50,20:35:50,20:43:50,20:51:50,20:59:50,21:07:50,21:15:50,21:23:50,21:31:50,21:39:50,21:47:50,21:55:50,22:03:50,22:11:50,22:19:50,22:27:50,22:35:50,22:43:50,22:51:50,23:00:50,23:10:50,23:21:50,23:33:50,23:46:20,
현충로,05:53:55,06:05:05,06:17:05,06:28:05,06:38:05,06:48:05,06:57:05,07:06:05,07:14:05,07:22:05,07:30:05,07:37:05,07:44:05,07:51:05,07:58:05,08:04:05,08:09:05,08:14:05,08:19:05,08:24:05,08:29:05,08:34:05,08:39:05,08:44:05,08:49:05,08:54:05,08:59:05,09:04:05,09:09:05,09:14:05,09:19:05,09:24:05,09:29:05,09:34:05,09:39:05,09:44:05,09:50:05,09:56:05,10:02:05,10:09:05,10:16:05,10:24:05,10:32:05,10:40:05,10:48:05,10:56:05,11:04:05,11:12:05,11:20:05,11:28:05,11:36:05,11:44:05,11:52:05,12:00:05,12:08:05,12:16:05,12:24:05,12:32:05,12:40:05,12:48:05,12:56:05,13:04:05,13:12:05,13:20:05,13:28:05,13:36:05,13:44:05,13:52:05,14:00:05,14:08:05,14:16:05,14:24:05,14:32:05,14:40:05,14:48:05,14:56:05,15:04:05,15:12:05,15:20:05,15:28:05,15:36:05,15:44:05,15:52:05,16:00:05,16:08:05,16:16:05,16:24:05,16:32:05,16:40:05,16:48:05,16:56:05,17:04:05,17:12:05,17:20:05,17:28:05,17:35:05,17:42:05,17:48:05,17:53:05,17:58:05,18:03:05,18:08:05,18:13:05,18:18:05,18:23:05,18:28:05,18:33:05,18:38:05,18:43:05,18:48:05,18:53:05,18:58:05,19:03:05,19:09:05,19:15:05,19:22:05,19:30:05,19:38:05,19:46:05,19:54:05,20:02:05,20:10:05,20:18:05,20:26:05,20:34:05,20:42:05,20:50:05,20:58:05,21:06:05,21:14:05,21:22:05,21:30:05,21:38:05,21:46:05,21:54:05,22:02:05,22:10:05,22:18:05,22:26:05,22:34:05,22:42:05,22:50:05,22:59:05,23:09:05,23:20:05,23:32:05,23:44:35,
영대병원,05:52:20,06:03:30,06:15:30,06:26:30,06:36:30,06:46:30,06:55:30,07:04:30,07:12:30,07:20:30,07:28:30,07:35:30,07:42:30,07:49:30,07:56:30,08:02:30,08:07:30,08:12:30,08:17:30,08:22:30,08:27:30,08:32:30,08:37:30,08:42:30,08:47:30,08:52:30,08:57:30,09:02:30,09:07:30,09:12:30,09:17:30,09:22:30,09:27:30,09:32:30,09:37:30,09:42:30,09:48:30,09:54:30,10:00:30,10:07:30,10:14:30,10:22:30,10:30:30,10:38:30,10:46:30,10:54:30,11:02:30,11:10:30,11:18:30,11:26:30,11:34:30,11:42:30,11:50:30,11:58:30,12:06:30,12:14:30,12:22:30,12:30:30,12:38:30,12:46:30,12:54:30,13:02:30,13:10:30,13:18:30,13:26:30,13:34:30,13:42:30,13:50:30,13:58:30,14:06:30,14:14:30,14:22:30,14:30:30,14:38:30,14:46:30,14:54:30,15:02:30,15:10:30,15:18:30,15:26:30,15:34:30,15:42:30,15:50:30,15:58:30,16:06:30,16:14:30,16:22:30,16:30:30,16:38:30,16:46:30,16:54:30,17:02:30,17:10:30,17:18:30,17:26:30,17:33:30,17:40:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:46:30,18:51:30,18:56:30,19:01:30,19:07:30,19:13:30,19:20:30,19:28:30,19:36:30,19:44:30,19:52:30,20:00:30,20:08:30,20:16:30,20:24:30,20:32:30,20:40:30,20:48:30,20:56:30,21:04:30,21:12:30,21:20:30,21:28:30,21:36:30,21:44:30,21:52:30,22:00:30,22:08:30,22:16:30,22:24:30,22:32:30,22:40:30,22:48:30,22:57:30,23:07:30,23:18:30,23:30:30,23:43:00,
교대,05:50:30,06:01:40,06:13:40,06:24:40,06:34:40,06:44:40,06:53:40,07:02:40,07:10:40,07:18:40,07:26:40,07:33:40,07:40:40,07:47:40,07:54:40,08:00:40,08:05:40,08:10:40,08:15:40,08:20:40,08:25:40,08:30:40,08:35:40,08:40:40,08:45:40,08:50:40,08:55:40,09:00:40,09:05:40,09:10:40,09:15:40,09:20:40,09:25:40,09:30:40,09:35:40,09:40:40,09:46:40,09:52:40,09:58:40,10:05:40,10:12:40,10:20:40,10:28:40,10:36:40,10:44:40,10:52:40,11:00:40,11:08:40,11:16:40,11:24:40,11:32:40,11:40:40,11:48:40,11:56:40,12:04:40,12:12:40,12:20:40,12:28:40,12:36:40,12:44:40,12:52:40,13:00:40,13:08:40,13:16:40,13:24:40,13:32:40,13:40:40,13:48:40,13:56:40,14:04:40,14:12:40,14:20:40,14:28:40,14:36:40,14:44:40,14:52:40,15:00:40,15:08:40,15:16:40,15:24:40,15:32:40,15:40:40,15:48:40,15:56:40,16:04:40,16:12:40,16:20:40,16:28:40,16:36:40,16:44:40,16:52:40,17:00:40,17:08:40,17:16:40,17:24:40,17:31:40,17:38:40,17:44:40,17:49:40,17:54:40,17:59:40,18:04:40,18:09:40,18:14:40,18:19:40,18:24:40,18:29:40,18:34:40,18:39:40,18:44:40,18:49:40,18:54:40,18:59:40,19:05:40,19:11:40,19:18:40,19:26:40,19:34:40,19:42:40,19:50:40,19:58:40,20:06:40,20:14:40,20:22:40,20:30:40,20:38:40,20:46:40,20:54:40,21:02:40,21:10:40,21:18:40,21:26:40,21:34:40,21:42:40,21:50:40,21:58:40,22:06:40,22:14:40,22:22:40,22:30:40,22:38:40,22:46:40,22:55:40,23:05:40,23:16:40,23:28:40,23:41:10,23:55:00
명덕,05:48:55,06:00:05,06:12:05,06:23:05,06:33:05,06:43:05,06:52:05,07:01:05,07:09:05,07:17:05,07:25:05,07:32:05,07:39:05,07:46:05,07:53:05,07:59:05,08:04:05,08:09:05,08:14:05,08:19:05,08:24:05,08:29:05,08:34:05,08:39:05,08:44:05,08:49:05,08:54:05,08:59:05,09:04:05,09:09:05,09:14:05,09:19:05,09:24:05,09:29:05,09:34:05,09:39:05,09:45:05,09:51:05,09:57:05,10:04:05,10:11:05,10:19:05,10:27:05,10:35:05,10:43:05,10:51:05,10:59:05,11:07:05,11:15:05,11:23:05,11:31:05,11:39:05,11:47:05,11:55:05,12:03:05,12:11:05,12:19:05,12:27:05,12:35:05,12:43:05,12:51:05,12:59:05,13:07:05,13:15:05,13:23:05,13:31:05,13:39:05,13:47:05,13:55:05,14:03:05,14:11:05,14:19:05,14:27:05,14:35:05,14:43:05,14:51:05,14:59:05,15:07:05,15:15:05,15:23:05,15:31:05,15:39:05,15:47:05,15:55:05,16:03:05,16:11:05,16:19:05,16:27:05,16:35:05,16:43:05,16:51:05,16:59:05,17:07:05,17:15:05,17:23:05,17:30:05,17:37:05,17:43:05,17:48:05,17:53:05,17:58:05,18:03:05,18:08:05,18:13:05,18:18:05,18:23:05,18:28:05,18:33:05,18:38:05,18:43:05,18:48:05,18:53:05,18:58:05,19:04:05,19:10:05,19:17:05,19:25:05,19:33:05,19:41:05,19:49:05,19:57:05,20:05:05,20:13:05,20:21:05,20:29:05,20:37:05,20:45:05,20:53:05,21:01:05,21:09:05,21:17:05,21:25:05,21:33:05,21:41:05,21:49:05,21:57:05,22:05:05,22:13:05,22:21:05,22:29:05,22:37:05,22:45:05,22:54:05,23:04:05,23:15:05,23:27:05,23:39:35,23:53:25
반월당,05:47:20,05:58:30,06:10:30,06:21:30,06:31:30,06:41:30,06:50:30,06:59:30,07:07:30,07:15:30,07:23:30,07:30:30,07:37:30,07:44:30,07:51:30,07:57:30,08:02:30,08:07:30,08:12:30,08:17:30,08:22:30,08:27:30,08:32:30,08:37:30,08:42:30,08:47:30,08:52:30,08:57:30,09:02:30,09:07:30,09:12:30,09:17:30,09:22:30,09:27:30,09:32:30,09:37:30,09:43:30,09:49:30,09:55:30,10:02:30,10:09:30,10:17:30,10:25:30,10:33:30,10:41:30,10:49:30,10:57:30,11:05:30,11:13:30,11:21:30,11:29:30,11:37:30,11:45:30,11:53:30,12:01:30,12:09:30,12:17:30,12:25:30,12:33:30,12:41:30,12:49:30,12:57:30,13:05:30,13:13:30,13:21:30,13:29:30,13:37:30,13:45:30,13:53:30,14:01:30,14:09:30,14:17:30,14:25:30,14:33:30,14:41:30,14:49:30,14:57:30,15:05:30,15:13:30,15:21:30,15:29:30,15:37:30,15:45:30,15:53:30,16:01:30,16:09:30,16:17:30,16:25:30,16:33:30,16:41:30,16:49:30,16:57:30,17:05:30,17:13:30,17:21:30,17:28:30,17:35:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:46:30,18:51:30,18:56:30,19:02:30,19:08:30,19:15:30,19:23:30,19:31:30,19:39:30,19:47:30,19:55:30,20:03:30,20:11:30,20:19:30,20:27:30,20:35:30,20:43:30,20:51:30,20:59:30,21:07:30,21:15:30,21:23:30,21:31:30,21:39:30,21:47:30,21:55:30,22:03:30,22:11:30,22:19:30,22:27:30,22:35:30,22:43:30,22:52:30,23:02:30,23:13:30,23:25:30,23:38:00,23:51:50
중앙로,05:45:45,05:56:55,06:08:55,06:19:55,06:29:55,06:39:55,06:48:55,06:57:55,07:05:55,07:13:55,07:21:55,07:28:55,07:35:55,07:42:55,07:49:55,07:55:55,08:00:55,08:05:55,08:10:55,08:15:55,08:20:55,08:25:55,08:30:55,08:35:55,08:40:55,08:45:55,08:50:55,08:55:55,09:00:55,09:05:55,09:10:55,09:15:55,09:20:55,09:25:55,09:30:55,09:35:55,09:41:55,09:47:55,09:53:55,10:00:55,10:07:55,10:15:55,10:23:55,10:31:55,10:39:55,10:47:55,10:55:55,11:03:55,11:11:55,11:19:55,11:27:55,11:35:55,11:43:55,11:51:55,11:59:55,12:07:55,12:15:55,12:23:55,12:31:55,12:39:55,12:47:55,12:55:55,13:03:55,13:11:55,13:19:55,13:27:55,13:35:55,13:43:55,13:51:55,13:59:55,14:07:55,14:15:55,14:23:55,14:31:55,14:39:55,14:47:55,14:55:55,15:03:55,15:11:55,15:19:55,15:27:55,15:35:55,15:43:55,15:51:55,15:59:55,16:07:55,16:15:55,16:23:55,16:31:55,16:39:55,16:47:55,16:55:55,17:03:55,17:11:55,17:19:55,17:26:55,17:33:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:39:55,18:44:55,18:49:55,18:54:55,19:00:55,19:06:55,19:13:55,19:21:55,19:29:55,19:37:55,19:45:55,19:53:55,20:01:55,20:09:55,20:17:55,20:25:55,20:33:55,20:41:55,20:49:55,20:57:55,21:05:55,21:13:55,21:21:55,21:29:55,21:37:55,21:45:55,21:53:55,22:01:55,22:09:55,22:17:55,22:25:55,22:33:55,22:41:55,22:50:55,23:00:55,23:11:55,23:23:55,23:36:25,23:50:15
대구,05:44:00,05:55:10,06:07:10,06:18:10,06:28:10,06:38:10,06:47:10,06:56:10,07:04:10,07:12:10,07:20:10,07:27:10,07:34:10,07:41:10,07:48:10,07:54:10,07:59:10,08:04:10,08:09:10,08:14:10,08:19:10,08:24:10,08:29:10,08:34:10,08:39:10,08:44:10,08:49:10,08:54:10,08:59:10,09:04:10,09:09:10,09:14:10,09:19:10,09:24:10,09:29:10,09:34:10,09:40:10,09:46:10,09:52:10,09:59:10,10:06:10,10:14:10,10:22:10,10:30:10,10:38:10,10:46:10,10:54:10,11:02:10,11:10:10,11:18:10,11:26:10,11:34:10,11:42:10,11:50:10,11:58:10,12:06:10,12:14:10,12:22:10,12:30:10,12:38:10,12:46:10,12:54:10,13:02:10,13:10:10,13:18:10,13:26:10,13:34:10,13:42:10,13:50:10,13:58:10,14:06:10,14:14:10,14:22:10,14:30:10,14:38:10,14:46:10,14:54:10,15:02:10,15:10:10,15:18:10,15:26:10,15:34:10,15:42:10,15:50:10,15:58:10,16:06:10,16:14:10,16:22:10,16:30:10,16:38:10,16:46:10,16:54:10,17:02:10,17:10:10,17:18:10,17:25:10,17:32:10,17:38:10,17:43:10,17:48:10,17:53:10,17:58:10,18:03:10,18:08:10,18:13:10,18:18:10,18:23:10,18:28:10,18:33:10,18:38:10,18:43:10,18:48:10,18:53:10,18:59:10,19:05:10,19:12:10,19:20:10,19:28:10,19:36:10,19:44:10,19:52:10,20:00:10,20:08:10,20:16:10,20:24:10,20:32:10,20:40:10,20:48:10,20:56:10,21:04:10,21:12:10,21:20:10,21:28:10,21:36:10,21:44:10,21:52:10,22:00:10,22:08:10,22:16:10,22:24:10,22:32:10,22:40:10,22:49:10,22:59:10,23:10:10,23:22:10,23:34:40,23:48:30
칠성시장,05:42:20,05:53:30,06:05:30,06:16:30,06:26:30,06:36:30,06:45:30,06:54:30,07:02:30,07:10:30,07:18:30,07:25:30,07:32:30,07:39:30,07:46:30,07:52:30,07:57:30,08:02:30,08:07:30,08:12:30,08:17:30,08:22:30,08:27:30,08:32:30,08:37:30,08:42:30,08:47:30,08:52:30,08:57:30,09:02:30,09:07:30,09:12:30,09:17:30,09:22:30,09:27:30,09:32:30,09:38:30,09:44:30,09:50:30,09:57:30,10:04:30,10:12:30,10:20:30,10:28:30,10:36:30,10:44:30,10:52:30,11:00:30,11:08:30,11:16:30,11:24:30,11:32:30,11:40:30,11:48:30,11:56:30,12:04:30,12:12:30,12:20:30,12:28:30,12:36:30,12:44:30,12:52:30,13:00:30,13:08:30,13:16:30,13:24:30,13:32:30,13:40:30,13:48:30,13:56:30,14:04:30,14:12:30,14:20:30,14:28:30,14:36:30,14:44:30,14:52:30,15:00:30,15:08:30,15:16:30,15:24:30,15:32:30,15:40:30,15:48:30,15:56:30,16:04:30,16:12:30,16:20:30,16:28:30,16:36:30,16:44:30,16:52:30,17:00:30,17:08:30,17:16:30,17:23:30,17:30:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:46:30,18:51:30,18:57:30,19:03:30,19:10:30,19:18:30,19:26:30,19:34:30,19:42:30,19:50:30,19:58:30,20:06:30,20:14:30,20:22:30,20:30:30,20:38:30,20:46:30,20:54:30,21:02:30,21:10:30,21:18:30,21:26:30,21:34:30,21:42:30,21:50:30,21:58:30,22:06:30,22:14:30,22:22:30,22:30:30,22:38:30,22:47:30,22:57:30,23:08:30,23:20:30,23:33:00,23:46:50
신천,05:40:20,05:51:30,06:03:30,06:14:30,06:24:30,06:34:30,06:43:30,06:52:30,07:00:30,07:08:30,07:16:30,07:23:30,07:30:30,07:37:30,07:44:30,07:50:30,07:55:30,08:00:30,08:05:30,08:10:30,08:15:30,08:20:30,08:25:30,08:30:30,08:35:30,08:40:30,08:45:30,08:50:30,08:55:30,09:00:30,09:05:30,09:10:30,09:15:30,09:20:30,09:25:30,09:30:30,09:36:30,09:42:30,09:48:30,09:55:30,10:02:30,10:10:30,10:18:30,10:26:30,10:34:30,10:42:30,10:50:30,10:58:30,11:06:30,11:14:30,11:22:30,11:30:30,11:38:30,11:46:30,11:54:30,12:02:30,12:10:30,12:18:30,12:26:30,12:34:30,12:42:30,12:50:30,12:58:30,13:06:30,13:14:30,13:22:30,13:30:30,13:38:30,13:46:30,13:54:30,14:02:30,14:10:30,14:18:30,14:26:30,14:34:30,14:42:30,14:50:30,14:58:30,15:06:30,15:14:30,15:22:30,15:30:30,15:38:30,15:46:30,15:54:30,16:02:30,16:10:30,16:18:30,16:26:30,16:34:30,16:42:30,16:50:30,16:58:30,17:06:30,17:14:30,17:21:30,17:28:30,17:34:30,17:39:30,17:44:30,17:49:30,17:54:30,17:59:30,18:04:30,18:09:30,18:14:30,18:19:30,18:24:30,18:29:30,18:34:30,18:39:30,18:44:30,18:49:30,18:55:30,19:01:30,19:08:30,19:16:30,19:24:30,19:32:30,19:40:30,19:48:30,19:56:30,20:04:30,20:12:30,20:20:30,20:28:30,20:36:30,20:44:30,20:52:30,21:00:30,21:08:30,21:16:30,21:24:30,21:32:30,21:40:30,21:48:30,21:56:30,22:04:30,22:12:30,22:20:30,22:28:30,22:36:30,22:45:30,22:55:30,23:06:30,23:18:30,23:31:00,23:44:50
동대구역,05:38:35,05:49:45,06:01:45,06:12:45,06:22:45,06:32:45,06:41:45,06:50:45,06:58:45,07:06:45,07:14:45,07:21:45,07:28:45,07:35:45,07:42:45,07:48:45,07:53:45,07:58:45,08:03:45,08:08:45,08:13:45,08:18:45,08:23:45,08:28:45,08:33:45,08:38:45,08:43:45,08:48:45,08:53:45,08:58:45,09:03:45,09:08:45,09:13:45,09:18:45,09:23:45,09:28:45,09:34:45,09:40:45,09:46:45,09:53:45,10:00:45,10:08:45,10:16:45,10:24:45,10:32:45,10:40:45,10:48:45,10:56:45,11:04:45,11:12:45,11:20:45,11:28:45,11:36:45,11:44:45,11:52:45,12:00:45,12:08:45,12:16:45,12:24:45,12:32:45,12:40:45,12:48:45,12:56:45,13:04:45,13:12:45,13:20:45,13:28:45,13:36:45,13:44:45,13:52:45,14:00:45,14:08:45,14:16:45,14:24:45,14:32:45,14:40:45,14:48:45,14:56:45,15:04:45,15:12:45,15:20:45,15:28:45,15:36:45,15:44:45,15:52:45,16:00:45,16:08:45,16:16:45,16:24:45,16:32:45,16:40:45,16:48:45,16:56:45,17:04:45,17:12:45,17:19:45,17:26:45,17:32:45,17:37:45,17:42:45,17:47:45,17:52:45,17:57:45,18:02:45,18:07:45,18:12:45,18:17:45,18:22:45,18:27:45,18:32:45,18:37:45,18:42:45,18:47:45,18:53:45,18:59:45,19:06:45,19:14:45,19:22:45,19:30:45,19:38:45,19:46:45,19:54:45,20:02:45,20:10:45,20:18:45,20:26:45,20:34:45,20:42:45,20:50:45,20:58:45,21:06:45,21:14:45,21:22:45,21:30:45,21:38:45,21:46:45,21:54:45,22:02:45,22:10:45,22:18:45,22:26:45,22:34:45,22:43:45,22:53:45,23:04:45,23:16:45,23:29:15,23:43:05
동구청,05:37:00,05:48:10,06:00:10,06:11:10,06:21:10,06:31:10,06:40:10,06:49:10,06:57:10,07:05:10,07:13:10,07:20:10,07:27:10,07:34:10,07:41:10,07:47:10,07:52:10,07:57:10,08:02:10,08:07:10,08:12:10,08:17:10,08:22:10,08:27:10,08:32:10,08:37:10,08:42:10,08:47:10,08:52:10,08:57:10,09:02:10,09:07:10,09:12:10,09:17:10,09:22:10,09:27:10,09:33:10,09:39:10,09:45:10,09:52:10,09:59:10,10:07:10,10:15:10,10:23:10,10:31:10,10:39:10,10:47:10,10:55:10,11:03:10,11:11:10,11:19:10,11:27:10,11:35:10,11:43:10,11:51:10,11:59:10,12:07:10,12:15:10,12:23:10,12:31:10,12:39:10,12:47:10,12:55:10,13:03:10,13:11:10,13:19:10,13:27:10,13:35:10,13:43:10,13:51:10,13:59:10,14:07:10,14:15:10,14:23:10,14:31:10,14:39:10,14:47:10,14:55:10,15:03:10,15:11:10,15:19:10,15:27:10,15:35:10,15:43:10,15:51:10,15:59:10,16:07:10,16:15:10,16:23:10,16:31:10,16:39:10,16:47:10,16:55:10,17:03:10,17:11:10,17:18:10,17:25:10,17:31:10,17:36:10,17:41:10,17:46:10,17:51:10,17:56:10,18:01:10,18:06:10,18:11:10,18:16:10,18:21:10,18:26:10,18:31:10,18:36:10,18:41:10,18:46:10,18:52:10,18:58:10,19:05:10,19:13:10,19:21:10,19:29:10,19:37:10,19:45:10,19:53:10,20:01:10,20:09:10,20:17:10,20:25:10,20:33:10,20:41:10,20:49:10,20:57:10,21:05:10,21:13:10,21:21:10,21:29:10,21:37:10,21:45:10,21:53:10,22:01:10,22:09:10,22:17:10,22:25:10,22:33:10,22:42:10,22:52:10,23:03:10,23:15:10,23:27:40,23:41:30
아양교,05:35:20,05:46:30,05:58:30,06:09:30,06:19:30,06:29:30,06:38:30,06:47:30,06:55:30,07:03:30,07:11:30,07:18:30,07:25:30,07:32:30,07:39:30,07:45:30,07:50:30,07:55:30,08:00:30,08:05:30,08:10:30,08:15:30,08:20:30,08:25:30,08:30:30,08:35:30,08:40:30,08:45:30,08:50:30,08:55:30,09:00:30,09:05:30,09:10:30,09:15:30,09:20:30,09:25:30,09:31:30,09:37:30,09:43:30,09:50:30,09:57:30,10:05:30,10:13:30,10:21:30,10:29:30,10:37:30,10:45:30,10:53:30,11:01:30,11:09:30,11:17:30,11:25:30,11:33:30,11:41:30,11:49:30,11:57:30,12:05:30,12:13:30,12:21:30,12:29:30,12:37:30,12:45:30,12:53:30,13:01:30,13:09:30,13:17:30,13:25:30,13:33:30,13:41:30,13:49:30,13:57:30,14:05:30,14:13:30,14:21:30,14:29:30,14:37:30,14:45:30,14:53:30,15:01:30,15:09:30,15:17:30,15:25:30,15:33:30,15:41:30,15:49:30,15:57:30,16:05:30,16:13:30,16:21:30,16:29:30,16:37:30,16:45:30,16:53:30,17:01:30,17:09:30,17:16:30,17:23:30,17:29:30,17:34:30,17:39:30,17:44:30,17:49:30,17:54:30,17:59:30,18:04:30,18:09:30,18:14:30,18:19:30,18:24:30,18:29:30,18:34:30,18:39:30,18:44:30,18:50:30,18:56:30,19:03:30,19:11:30,19:19:30,19:27:30,19:35:30,19:43:30,19:51:30,19:59:30,20:07:30,20:15:30,20:23:30,20:31:30,20:39:30,20:47:30,20:55:30,21:03:30,21:11:30,21:19:30,21:27:30,21:35:30,21:43:30,21:51:30,21:59:30,22:07:30,22:15:30,22:23:30,22:31:30,22:40:30,22:50:30,23:01:30,23:13:30,23:26:00,23:39:50
동촌,05:33:15,05:44:25,05:56:25,06:07:25,06:17:25,06:27:25,06:36:25,06:45:25,06:53:25,07:01:25,07:09:25,07:16:25,07:23:25,07:30:25,07:37:25,07:43:25,07:48:25,07:53:25,07:58:25,08:03:25,08:08:25,08:13:25,08:18:25,08:23:25,08:28:25,08:33:25,08:38:25,08:43:25,08:48:25,08:53:25,08:58:25,09:03:25,09:08:25,09:13:25,09:18:25,09:23:25,09:29:25,09:35:25,09:41:25,09:48:25,09:55:25,10:03:25,10:11:25,10:19:25,10:27:25,10:35:25,10:43:25,10:51:25,10:59:25,11:07:25,11:15:25,11:23:25,11:31:25,11:39:25,11:47:25,11:55:25,12:03:25,12:11:25,12:19:25,12:27:25,12:35:25,12:43:25,12:51:25,12:59:25,13:07:25,13:15:25,13:23:25,13:31:25,13:39:25,13:47:25,13:55:25,14:03:25,14:11:25,14:19:25,14:27:25,14:35:25,14:43:25,14:51:25,14:59:25,15:07:25,15:15:25,15:23:25,15:31:25,15:39:25,15:47:25,15:55:25,16:03:25,16:11:25,16:19:25,16:27:25,16:35:25,16:43:25,16:51:25,16:59:25,17:07:25,17:14:25,17:21:25,17:27:25,17:32:25,17:37:25,17:42:25,17:47:25,17:52:25,17:57:25,18:02:25,18:07:25,18:12:25,18:17:25,18:22:25,18:27:25,18:32:25,18:37:25,18:42:25,18:48:25,18:54:25,19:01:25,19:09:25,19:17:25,19:25:25,19:33:25,19:41:25,19:49:25,19:57:25,20:05:25,20:13:25,20:21:25,20:29:25,20:37:25,20:45:25,20:53:25,21:01:25,21:09:25,21:17:25,21:25:25,21:33:25,21:41:25,21:49:25,21:57:25,22:05:25,22:13:25,22:21:25,22:29:25,22:38:25,22:48:25,22:59:25,23:11:25,23:23:55,23:37:45
해안,05:31:30,05:42:40,05:54:40,06:05:40,06:15:40,06:25:40,06:34:40,06:43:40,06:51:40,06:59:40,07:07:40,07:14:40,07:21:40,07:28:40,07:35:40,07:41:40,07:46:40,07:51:40,07:56:40,08:01:40,08:06:40,08:11:40,08:16:40,08:21:40,08:26:40,08:31:40,08:36:40,08:41:40,08:46:40,08:51:40,08:56:40,09:01:40,09:06:40,09:11:40,09:16:40,09:21:40,09:27:40,09:33:40,09:39:40,09:46:40,09:53:40,10:01:40,10:09:40,10:17:40,10:25:40,10:33:40,10:41:40,10:49:40,10:57:40,11:05:40,11:13:40,11:21:40,11:29:40,11:37:40,11:45:40,11:53:40,12:01:40,12:09:40,12:17:40,12:25:40,12:33:40,12:41:40,12:49:40,12:57:40,13:05:40,13:13:40,13:21:40,13:29:40,13:37:40,13:45:40,13:53:40,14:01:40,14:09:40,14:17:40,14:25:40,14:33:40,14:41:40,14:49:40,14:57:40,15:05:40,15:13:40,15:21:40,15:29:40,15:37:40,15:45:40,15:53:40,16:01:40,16:09:40,16:17:40,16:25:40,16:33:40,16:41:40,16:49:40,16:57:40,17:05:40,17:12:40,17:19:40,17:25:40,17:30:40,17:35:40,17:40:40,17:45:40,17:50:40,17:55:40,18:00:40,18:05:40,18:10:40,18:15:40,18:20:40,18:25:40,18:30:40,18:35:40,18:40:40,18:46:40,18:52:40,18:59:40,19:07:40,19:15:40,19:23:40,19:31:40,19:39:40,19:47:40,19:55:40,20:03:40,20:11:40,20:19:40,20:27:40,20:35:40,20:43:40,20:51:40,20:59:40,21:07:40,21:15:40,21:23:40,21:31:40,21:39:40,21:47:40,21:55:40,22:03:40,22:11:40,22:19:40,22:27:40,22:36:40,22:46:40,22:57:40,23:09:40,23:22:10,23:36:00
