,1002,1004,1006,1008,1010,1012,1014,1016,1018,1020,1022,1024,1026,1028,1030,1032,1034,1036,1038,1040,1042,1044,1046,1048,1050,1052,1054,1056,1058,1060,1062,1064,1066,1068,1070,1072,1074,1076,1078,1080,1082,1084,1086,1088,1090,1092,1094,1096,1098,1100,1102,1104,1106,1108,1110,1112,1114,1116,1118,1120,1122,1124,1126,1128,1130,1132,1134,1136,1138,1140,1142,1144,1146,1148,1150,1152,1154,1156,1158,1160,1162,1164,1166,1168,1170,1172,1174,1176,1178,1180,1182,1184,1186,1188,1190,1192,1194,1196,1198,1200,1202,1204,1206,1208,1210,1212,1214,1216,1218,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258,1260,1262,1264,1266,1268,1270,1272,1274,1276,1278,1280,1282,1284,1286,1288,1290,1292,1294,1296
안지랑,05:55:40,06:06:50,06:18:50,06:29:50,06:39:50,06:49:50,06:58:50,07:07:50,07:16:50,07:25:50,07:34:50,07:43:50,07:52:50,08:01:50,08:10:50,08:19:50,08:28:50,08:37:50,08:46:50,08:55:50,09:04:50,09:13:50,09:22:50,09:31:50,09:40:50,09:49:50,09:58:50,10:07:50,10:16:50,10:25:50,10:34:50,10:43:50,10:52:50,11:01:50,11:10:50,11:19:50,11:28:50,11:37:50,11:46:50,11:55:50,12:03:50,12:11:50,12:19:50,12:27:50,12:35:50,12:43:50,12:51:50,12:59:50,13:07:50,13:15:50,13:23:50,13:31:50,13:39:50,13:47:50,13:55:50,14:03:50,14:11:50,14:19:50,14:27:50,14:35:50,14:43:50,14:51:50,14:59:50,15:07:50,15:15:50,15:23:50,15:31:50,15:39:50,15:47:50,15:55:50,16:03:50,16:11:50,16:19:50,16:27:50,16:35:50,16:43:50,16:51:50,16:59:50,17:07:50,17:15:50,17:23:50,17:31:50,17:39:50,17:47:50,17:55:50,18:03:50,18:12:50,18:21:50,18:30:50,18:39:50,18:48:50,18:57:50,19:06:50,19:15:50,19:24:50,19:33:50,19:42:50,19:51:50,20:00:50,20:09:50,20:18:50,20:27:50,20:36:50,20:45:50,20:54:50,21:03:50,21:12:50,21:21:50,21:30:50,21:39:50,21:48:50,21:57:50,22:06:50,22:15:50,22:24:50,22:33:50,22:42:50,22:51:50,23:00:50,23:10:50,23:21:50,23:33:50,23:46:20,,,,,,,,,,,,,,,,,,,,,,,,,
현충로,05:53:55,06:05:05,06:17:05,06:28:05,06:38:05,06:48:05,06:57:05,07:06:05,07:15:05,07:24:05,07:33:05,07:42:05,07:51:05,08:00:05,08:09:05,08:18:05,08:27:05,08:36:05,08:45:05,08:54:05,09:03:05,09:12:05,09:21:05,09:30:05,09:39:05,09:48:05,09:57:05,10:06:05,10:15:05,10:24:05,10:33:05,10:42:05,10:51:05,11:00:05,11:09:05,11:18:05,11:27:05,11:36:05,11:45:05,11:54:05,12:02:05,12:10:05,12:18:05,12:26:05,12:34:05,12:42:05,12:50:05,12:58:05,13:06:05,13:14:05,13:22:05,13:30:05,13:38:05,13:46:05,13:54:05,14:02:05,14:10:05,14:18:05,14:26:05,14:34:05,14:42:05,14:50:05,14:58:05,15:06:05,15:14:05,15:22:05,15:30:05,15:38:05,15:46:05,15:54:05,16:02:05,16:10:05,16:18:05,16:26:05,16:34:05,16:42:05,16:50:05,16:58:05,17:06:05,17:14:05,17:22:05,17:30:05,17:38:05,17:46:05,17:54:05,18:02:05,18:11:05,18:20:05,18:29:05,18:38:05,18:47:05,18:56:05,19:05:05,19:14:05,19:23:05,19:32:05,19:41:05,19:50:05,19:59:05,20:08:05,20:17:05,20:26:05,20:35:05,20:44:05,20:53:05,21:02:05,21:11:05,21:20:05,21:29:05,21:38:05,21:47:05,21:56:05,22:05:05,22:14:05,22:23:05,22:32:05,22:41:05,22:50:05,22:59:05,23:09:05,23:20:05,23:32:05,23:44:35,,,,,,,,,,,,,,,,,,,,,,,,,
영대병원,05:52:20,06:03:30,06:15:30,06:26:30,06:36:30,06:46:30,06:55:30,07:04:30,07:13:30,07:22:30,07:31:30,07:40:30,07:49:30,07:58:30,08:07:30,08:16:30,08:25:30,08:34:30,08:43:30,08:52:30,09:01:30,09:10:30,09:19:30,09:28:30,09:37:30,09:46:30,09:55:30,10:04:30,10:13:30,10:22:30,10:31:30,10:40:30,10:49:30,10:58:30,11:07:30,11:16:30,11:25:30,11:34:30,11:43:30,11:52:30,12:00:30,12:08:30,12:16:30,12:24:30,12:32:30,12:40:30,12:48:30,12:56:30,13:04:30,13:12:30,13:20:30,13:28:30,13:36:30,13:44:30,13:52:30,14:00:30,14:08:30,14:16:30,14:24:30,14:32:30,14:40:30,14:48:30,14:56:30,15:04:30,15:12:30,15:20:30,15:28:30,15:36:30,15:44:30,15:52:30,16:00:30,16:08:30,16:16:30,16:24:30,16:32:30,16:40:30,16:48:30,16:56:30,17:04:30,17:12:30,17:20:30,17:28:30,17:36:30,17:44:30,17:52:30,18:00:30,18:09:30,18:18:30,18:27:30,18:36:30,18:45:30,18:54:30,19:03:30,19:12:30,19:21:30,19:30:30,19:39:30,19:48:30,19:57:30,20:06:30,20:15:30,20:24:30,20:33:30,20:42:30,20:51:30,21:00:30,21:09:30,21:18:30,21:27:30,21:36:30,21:45:30,21:54:30,22:03:30,22:12:30,22:21:30,22:30:30,22:39:30,22:48:30,22:57:30,23:07:30,23:18:30,23:30:30,23:43:00,,,,,,,,,,,,,,,,,,,,,,,,,
교대,05:50:30,06:01:40,06:13:40,06:24:40,06:34:40,06:44:40,06:53:40,07:02:40,07:11:40,07:20:40,07:29:40,07:38:40,07:47:40,07:56:40,08:05:40,08:14:40,08:23:40,08:32:40,08:41:40,08:50:40,08:59:40,09:08:40,09:17:40,09:26:40,09:35:40,09:44:40,09:53:40,10:02:40,10:11:40,10:20:40,10:29:40,10:38:40,10:47:40,10:56:40,11:05:40,11:14:40,11:23:40,11:32:40,11:41:40,11:50:40,11:58:40,12:06:40,12:14:40,12:22:40,12:30:40,12:38:40,12:46:40,12:54:40,13:02:40,13:10:40,13:18:40,13:26:40,13:34:40,13:42:40,13:50:40,13:58:40,14:06:40,14:14:40,14:22:40,14:30:40,14:38:40,14:46:40,14:54:40,15:02:40,15:10:40,15:18:40,15:26:40,15:34:40,15:42:40,15:50:40,15:58:40,16:06:40,16:14:40,16:22:40,16:30:40,16:38:40,16:46:40,16:54:40,17:02:40,17:10:40,17:18:40,17:26:40,17:34:40,17:42:40,17:50:40,17:58:40,18:07:40,18:16:40,18:25:40,18:34:40,18:43:40,18:52:40,19:01:40,19:10:40,19:19:40,19:28:40,19:37:40,19:46:40,19:55:40,20:04:40,20:13:40,20:22:40,20:31:40,20:40:40,20:49:40,20:58:40,21:07:40,21:16:40,21:25:40,21:34:40,21:43:40,21:52:40,22:01:40,22:10:40,22:19:40,22:28:40,22:37:40,22:46:40,22:55:40,23:05:40,23:16:40,23:28:40,23:41:10,23:55:00,,,,,,,,,,,,,,,,,,,,,,,,
명덕,05:48:55,06:00:05,06:12:05,06:23:05,06:33:05,06:43:05,06:52:05,07:01:05,07:10:05,07:19:05,07:28:05,07:37:05,07:46:05,07:55:05,08:04:05,08:13:05,08:22:05,08:31:05,08:40:05,08:49:05,08:58:05,09:07:05,09:16:05,09:25:05,09:34:05,09:43:05,09:52:05,10:01:05,10:10:05,10:19:05,10:28:05,10:37:05,10:46:05,10:55:05,11:04:05,11:13:05,11:22:05,11:31:05,11:40:05,11:49:05,11:57:05,12:05:05,12:13:05,12:21:05,12:29:05,12:37:05,12:45:05,12:53:05,13:01:05,13:09:05,13:17:05,13:25:05,13:33:05,13:41:05,13:49:05,13:57:05,14:05:05,14:13:05,14:21:05,14:29:05,14:37:05,14:45:05,14:53:05,15:01:05,15:09:05,15:17:05,15:25:05,15:33:05,15:41:05,15:49:05,15:57:05,16:05:05,16:13:05,16:21:05,16:29:05,16:37:05,16:45:05,16:53:05,17:01:05,17:09:05,17:17:05,17:25:05,17:33:05,17:41:05,17:49:05,17:57:05,18:06:05,18:15:05,18:24:05,18:33:05,18:42:05,18:51:05,19:00:05,19:09:05,19:18:05,19:27:05,19:36:05,19:45:05,19:54:05,20:03:05,20:12:05,20:21:05,20:30:05,20:39:05,20:48:05,20:57:05,21:06:05,21:15:05,21:24:05,21:33:05,21:42:05,21:51:05,22:00:05,22:09:05,22:18:05,22:27:05,22:36:05,22:45:05,22:54:05,23:04:05,23:15:05,23:27:05,23:39:35,23:53:25,,,,,,,,,,,,,,,,,,,,,,,,
반월당,05:47:20,05:58:30,06:10:30,06:21:30,06:31:30,06:41:30,06:50:30,06:59:30,07:08:30,07:17:30,07:26:30,07:35:30,07:44:30,07:53:30,08:02:30,08:11:30,08:20:30,08:29:30,08:38:30,08:47:30,08:56:30,09:05:30,09:14:30,09:23:30,09:32:30,09:41:30,09:50:30,09:59:30,10:08:30,10:17:30,10:26:30,10:35:30,10:44:30,10:53:30,11:02:30,11:11:30,11:20:30,11:29:30,11:38:30,11:47:30,11:55:30,12:03:30,12:11:30,12:19:30,12:27:30,12:35:30,12:43:30,12:51:30,12:59:30,13:07:30,13:15:30,13:23:30,13:31:30,13:39:30,13:47:30,13:55:30,14:03:30,14:11:30,14:19:30,14:27:30,14:35:30,14:43:30,14:51:30,14:59:30,15:07:30,15:15:30,15:23:30,15:31:30,15:39:30,15:47:30,15:55:30,16:03:30,16:11:30,16:19:30,16:27:30,16:35:30,16:43:30,16:51:30,16:59:30,17:07:30,17:15:30,17:23:30,17:31:30,17:39:30,17:47:30,17:55:30,18:04:30,18:13:30,18:22:30,18:31:30,18:40:30,18:49:30,18:58:30,19:07:30,19:16:30,19:25:30,19:34:30,19:43:30,19:52:30,20:01:30,20:10:30,20:19:30,20:28:30,20:37:30,20:46:30,20:55:30,21:04:30,21:13:30,21:22:30,21:31:30,21:40:30,21:49:30,21:58:30,22:07:30,22:16:30,22:25:30,22:34:30,22:43:30,22:52:30,23:02:30,23:13:30,23:25:30,23:38:00,23:51:50,,,,,,,,,,,,,,,,,,,,,,,,
중앙로,05:45:45,05:56:55,06:08:55,06:19:55,06:29:55,06:39:55,06:48:55,06:57:55,07:06:55,07:15:55,07:24:55,07:33:55,07:42:55,07:51:55,08:00:55,08:09:55,08:18:55,08:27:55,08:36:55,08:45:55,08:54:55,09:03:55,09:12:55,09:21:55,09:30:55,09:39:55,09:48:55,09:57:55,10:06:55,10:15:55,10:24:55,10:33:55,10:42:55,10:51:55,11:00:55,11:09:55,11:18:55,11:27:55,11:36:55,11:45:55,11:53:55,12:01:55,12:09:55,12:17:55,12:25:55,12:33:55,12:41:55,12:49:55,12:57:55,13:05:55,13:13:55,13:21:55,13:29:55,13:37:55,13:45:55,13:53:55,14:01:55,14:09:55,14:17:55,14:25:55,14:33:55,14:41:55,14:49:55,14:57:55,15:05:55,15:13:55,15:21:55,15:29:55,15:37:55,15:45:55,15:53:55,16:01:55,16:09:55,16:17:55,16:25:55,16:33:55,16:41:55,16:49:55,16:57:55,17:05:55,17:13:55,17:21:55,17:29:55,17:37:55,17:45:55,17:53:55,18:02:55,18:11:55,18:20:55,18:29:55,18:38:55,18:47:55,18:56:55,19:05:55,19:14:55,19:23:55,19:32:55,19:41:55,19:50:55,19:59:55,20:08:55,20:17:55,20:26:55,20:35:55,20:44:55,20:53:55,21:02:55,21:11:55,21:20:55,21:29:55,21:38:55,21:47:55,21:56:55,22:05:55,22:14:55,22:23:55,22:32:55,22:41:55,22:50:55,23:00:55,23:11:55,23:23:55,23:36:25,23:50:15,,,,,,,,,,,,,,,,,,,,,,,,
대구,05:44:00,05:55:10,06:07:10,06:18:10,06:28:10,06:38:10,06:47:10,06:56:10,07:05:10,07:14:10,07:23:10,07:32:10,07:41:10,07:50:10,07:59:10,08:08:10,08:17:10,08:26:10,08:35:10,08:44:10,08:53:10,09:02:10,09:11:10,09:20:10,09:29:10,09:38:10,09:47:10,09:56:10,10:05:10,10:14:10,10:23:10,10:32:10,10:41:10,10:50:10,10:59:10,11:08:10,11:17:10,11:26:10,11:35:10,11:44:10,11:52:10,12:00:10,12:08:10,12:16:10,12:24:10,12:32:10,12:40:10,12:48:10,12:56:10,13:04:10,13:12:10,13:20:10,13:28:10,13:36:10,13:44:10,13:52:10,14:00:10,14:08:10,14:16:10,14:24:10,14:32:10,14:40:10,14:48:10,14:56:10,15:04:10,15:12:10,15:20:10,15:28:10,15:36:10,15:44:10,15:52:10,16:00:10,16:08:10,16:16:10,16:24:10,16:32:10,16:40:10,16:48:10,16:56:10,17:04:10,17:12:10,17:20:10,17:28:10,17:36:10,17:44:10,17:52:10,18:01:10,18:10:10,18:19:10,18:28:10,18:37:10,18:46:10,18:55:10,19:04:10,19:13:10,19:22:10,19:31:10,19:40:10,19:49:10,19:58:10,20:07:10,20:16:10,20:25:10,20:34:10,20:43:10,20:52:10,21:01:10,21:10:10,21:19:10,21:28:10,21:37:10,21:46:10,21:55:10,22:04:10,22:13:10,22:22:10,22:31:10,22:40:10,22:49:10,22:59:10,23:10:10,23:22:10,23:34:40,23:48:30,,,,,,,,,,,,,,,,,,,,,,,,
칠성시장,05:42:20,05:53:30,06:05:30,06:16:30,06:26:30,06:36:30,06:45:30,06:54:30,07:03:30,07:12:30,07:21:30,07:30:30,07:39:30,07:48:30,07:57:30,08:06:30,08:15:30,08:24:30,08:33:30,08:42:30,08:51:30,09:00:30,09:09:30,09:18:30,09:27:30,09:36:30,09:45:30,09:54:30,10:03:30,10:12:30,10:21:30,10:30:30,10:39:30,10:48:30,10:57:30,11:06:30,11:15:30,11:24:30,11:33:30,11:42:30,11:50:30,11:58:30,12:06:30,12:14:30,12:22:30,12:30:30,12:38:30,12:46:30,12:54:30,13:02:30,13:10:30,13:18:30,13:26:30,13:34:30,13:42:30,13:50:30,13:58:30,14:06:30,14:14:30,14:22:30,14:30:30,14:38:30,14:46:30,14:54:30,15:02:30,15:10:30,15:18:30,15:26:30,15:34:30,15:42:30,15:50:30,15:58:30,16:06:30,16:14:30,16:22:30,16:30:30,16:38:30,16:46:30,16:54:30,17:02:30,17:10:30,17:18:30,17:26:30,17:34:30,17:42:30,17:50:30,17:59:30,18:08:30,18:17:30,18:26:30,18:35:30,18:44:30,18:53:30,19:02:30,19:11:30,19:20:30,19:29:30,19:38:30,19:47:30,19:56:30,20:05:30,20:14:30,20:23:30,20:32:30,20:41:30,20:50:30,20:59:30,21:08:30,21:17:30,21:26:30,21:35:30,21:44:30,21:53:30,22:02:30,22:11:30,22:20:30,22:29:30,22:38:30,22:47:30,22:57:30,23:08:30,23:20:30,23:33:00,23:46:50,,,,,,,,,,,,,,,,,,,,,,,,
신천,05:40:20,05:51:30,06:03:30,06:14:30,06:24:30,06:34:30,06:43:30,06:52:30,07:01:30,07:10:30,07:19:30,07:28:30,07:37:30,07:46:30,07:55:30,08:04:30,08:13:30,08:22:30,08:31:30,08:40:30,08:49:30,08:58:30,09:07:30,09:16:30,09:25:30,09:34:30,09:43:30,09:52:30,10:01:30,10:10:30,10:19:30,10:28:30,10:37:30,10:46:30,10:55:30,11:04:30,11:13:30,11:22:30,11:31:30,11:40:30,11:48:30,11:56:30,12:04:30,12:12:30,12:20:30,12:28:30,12:36:30,12:44:30,12:52:30,13:00:30,13:08:30,13:16:30,13:24:30,13:32:30,13:40:30,13:48:30,13:56:30,14:04:30,14:12:30,14:20:30,14:28:30,14:36:30,14:44:30,14:52:30,15:00:30,15:08:30,15:16:30,15:24:30,15:32:30,15:40:30,15:48:30,15:56:30,16:04:30,16:12:30,16:20:30,16:28:30,16:36:30,16:44:30,16:52:30,17:00:30,17:08:30,17:16:30,17:24:30,17:32:30,17:40:30,17:48:30,17:57:30,18:06:30,18:15:30,18:24:30,18:33:30,18:42:30,18:51:30,19:00:30,19:09:30,19:18:30,19:27:30,19:36:30,19:45:30,19:54:30,20:03:30,20:12:30,20:21:30,20:30:30,20:39:30,20:48:30,20:57:30,21:06:30,21:15:30,21:24:30,21:33:30,21:42:30,21:51:30,22:00:30,22:09:30,22:18:30,22:27:30,22:36:30,22:45:30,22:55:30,23:06:30,23:18:30,23:31:00,23:44:50,,,,,,,,,,,,,,,,,,,,,,,,
동대구역,05:38:35,05:49:45,06:01:45,06:12:45,06:22:45,06:32:45,06:41:45,06:50:45,06:59:45,07:08:45,07:17:45,07:26:45,07:35:45,07:44:45,07:53:45,08:02:45,08:11:45,08:20:45,08:29:45,08:38:45,08:47:45,08:56:45,09:05:45,09:14:45,09:23:45,09:32:45,09:41:45,09:50:45,09:59:45,10:08:45,10:17:45,10:26:45,10:35:45,10:44:45,10:53:45,11:02:45,11:11:45,11:20:45,11:29:45,11:38:45,11:46:45,11:54:45,12:02:45,12:10:45,12:18:45,12:26:45,12:34:45,12:42:45,12:50:45,12:58:45,13:06:45,13:14:45,13:22:45,13:30:45,13:38:45,13:46:45,13:54:45,14:02:45,14:10:45,14:18:45,14:26:45,14:34:45,14:42:45,14:50:45,14:58:45,15:06:45,15:14:45,15:22:45,15:30:45,15:38:45,15:46:45,15:54:45,16:02:45,16:10:45,16:18:45,16:26:45,16:34:45,16:42:45,16:50:45,16:58:45,17:06:45,17:14:45,17:22:45,17:30:45,17:38:45,17:46:45,17:55:45,18:04:45,18:13:45,18:22:45,18:31:45,18:40:45,18:49:45,18:58:45,19:07:45,19:16:45,19:25:45,19:34:45,19:43:45,19:52:45,20:01:45,20:10:45,20:19:45,20:28:45,20:37:45,20:46:45,20:55:45,21:04:45,21:13:45,21:22:45,21:31:45,21:40:45,21:49:45,21:58:45,22:07:45,22:16:45,22:25:45,22:34:45,22:43:45,22:53:45,23:04:45,23:16:45,23:29:15,23:43:05,,,,,,,,,,,,,,,,,,,,,,,,
동구청,05:37:00,05:48:10,06:00:10,06:11:10,06:21:10,06:31:10,06:40:10,06:49:10,06:58:10,07:07:10,07:16:10,07:25:10,07:34:10,07:43:10,07:52:10,08:01:10,08:10:10,08:19:10,08:28:10,08:37:10,08:46:10,08:55:10,09:04:10,09:13:10,09:22:10,09:31:10,09:40:10,09:49:10,09:58:10,10:07:10,10:16:10,10:25:10,10:34:10,10:43:10,10:52:10,11:01:10,11:10:10,11:19:10,11:28:10,11:37:10,11:45:10,11:53:10,12:01:10,12:09:10,12:17:10,12:25:10,12:33:10,12:41:10,12:49:10,12:57:10,13:05:10,13:13:10,13:21:10,13:29:10,13:37:10,13:45:10,13:53:10,14:01:10,14:09:10,14:17:10,14:25:10,14:33:10,14:41:10,14:49:10,14:57:10,15:05:10,15:13:10,15:21:10,15:29:10,15:37:10,15:45:10,15:53:10,16:01:10,16:09:10,16:17:10,16:25:10,16:33:10,16:41:10,16:49:10,16:57:10,17:05:10,17:13:10,17:21:10,17:29:10,17:37:10,17:45:10,17:54:10,18:03:10,18:12:10,18:21:10,18:30:10,18:39:10,18:48:10,18:57:10,19:06:10,19:15:10,19:24:10,19:33:10,19:42:10,19:51:10,20:00:10,20:09:10,20:18:10,20:27:10,20:36:10,20:45:10,20:54:10,21:03:10,21:12:10,21:21:10,21:30:10,21:39:10,21:48:10,21:57:10,22:06:10,22:15:10,22:24:10,22:33:10,22:42:10,22:52:10,23:03:10,23:15:10,23:27:40,23:41:30,,,,,,,,,,,,,,,,,,,,,,,,
아양교,05:35:20,05:46:30,05:58:30,06:09:30,06:19:30,06:29:30,06:38:30,06:47:30,06:56:30,07:05:30,07:14:30,07:23:30,07:32:30,07:41:30,07:50:30,07:59:30,08:08:30,08:17:30,08:26:30,08:35:30,08:44:30,08:53:30,09:02:30,09:11:30,09:20:30,09:29:30,09:38:30,09:47:30,09:56:30,10:05:30,10:14:30,10:23:30,10:32:30,10:41:30,10:50:30,10:59:30,11:08:30,11:17:30,11:26:30,11:35:30,11:43:30,11:51:30,11:59:30,12:07:30,12:15:30,12:23:30,12:31:30,12:39:30,12:47:30,12:55:30,13:03:30,13:11:30,13:19:30,13:27:30,13:35:30,13:43:30,13:51:30,13:59:30,14:07:30,14:15:30,14:23:30,14:31:30,14:39:30,14:47:30,14:55:30,15:03:30,15:11:30,15:19:30,15:27:30,15:35:30,15:43:30,15:51:30,15:59:30,16:07:30,16:15:30,16:23:30,16:31:30,16:39:30,16:47:30,16:55:30,17:03:30,17:11:30,17:19:30,17:27:30,17:35:30,17:43:30,17:52:30,18:01:30,18:10:30,18:19:30,18:28:30,18:37:30,18:46:30,18:55:30,19:04:30,19:13:30,19:22:30,19:31:30,19:40:30,19:49:30,19:58:30,20:07:30,20:16:30,20:25:30,20:34:30,20:43:30,20:52:30,21:01:30,21:10:30,21:19:30,21:28:30,21:37:30,21:46:30,21:55:30,22:04:30,22:13:30,22:22:30,22:31:30,22:40:30,22:50:30,23:01:30,23:13:30,23:26:00,23:39:50,,,,,,,,,,,,,,,,,,,,,,,,
동촌,05:33:15,05:44:25,05:56:25,06:07:25,06:17:25,06:27:25,06:36:25,06:45:25,06:54:25,07:03:25,07:12:25,07:21:25,07:30:25,07:39:25,07:48:25,07:57:25,08:06:25,08:15:25,08:24:25,08:33:25,08:42:25,08:51:25,09:00:25,09:09:25,09:18:25,09:27:25,09:36:25,09:45:25,09:54:25,10:03:25,10:12:25,10:21:25,10:30:25,10:39:25,10:48:25,10:57:25,11:06:25,11:15:25,11:24:25,11:33:25,11:41:25,11:49:25,11:57:25,12:05:25,12:13:25,12:21:25,12:29:25,12:37:25,12:45:25,12:53:25,13:01:25,13:09:25,13:17:25,13:25:25,13:33:25,13:41:25,13:49:25,13:57:25,14:05:25,14:13:25,14:21:25,14:29:25,14:37:25,14:45:25,14:53:25,15:01:25,15:09:25,15:17:25,15:25:25,15:33:25,15:41:25,15:49:25,15:57:25,16:05:25,16:13:25,16:21:25,16:29:25,16:37:25,16:45:25,16:53:25,17:01:25,17:09:25,17:17:25,17:25:25,17:33:25,17:41:25,17:50:25,17:59:25,18:08:25,18:17:25,18:26:25,18:35:25,18:44:25,18:53:25,19:02:25,19:11:25,19:20:25,19:29:25,19:38:25,19:47:25,19:56:25,20:05:25,20:14:25,20:23:25,20:32:25,20:41:25,20:50:25,20:59:25,21:08:25,21:17:25,21:26:25,21:35:25,21:44:25,21:53:25,22:02:25,22:11:25,22:20:25,22:29:25,22:38:25,22:48:25,22:59:25,23:11:25,23:23:55,23:37:45,,,,,,,,,,,,,,,,,,,,,,,,
해안,05:31:30,05:42:40,05:54:40,06:05:40,06:15:40,06:25:40,06:34:40,06:43:40,06:52:40,07:01:40,07:10:40,07:19:40,07:28:40,07:37:40,07:46:40,07:55:40,08:04:40,08:13:40,08:22:40,08:31:40,08:40:40,08:49:40,08:58:40,09:07:40,09:16:40,09:25:40,09:34:40,09:43:40,09:52:40,10:01:40,10:10:40,10:19:40,10:28:40,10:37:40,10:46:40,10:55:40,11:04:40,11:13:40,11:22:40,11:31:40,11:39:40,11:47:40,11:55:40,12:03:40,12:11:40,12:19:40,12:27:40,12:35:40,12:43:40,12:51:40,12:59:40,13:07:40,13:15:40,13:23:40,13:31:40,13:39:40,13:47:40,13:55:40,14:03:40,14:11:40,14:19:40,14:27:40,14:35:40,14:43:40,14:51:40,14:59:40,15:07:40,15:15:40,15:23:40,15:31:40,15:39:40,15:47:40,15:55:40,16:03:40,16:11:40,16:19:40,16:27:40,16:35:40,16:43:40,16:51:40,16:59:40,17:07:40,17:15:40,17:23:40,17:31:40,17:39:40,17:48:40,17:57:40,18:06:40,18:15:40,18:24:40,18:33:40,18:42:40,18:51:40,19:00:40,19:09:40,19:18:40,19:27:40,19:36:40,19:45:40,19:54:40,20:03:40,20:12:40,20:21:40,20:30:40,20:39:40,20:48:40,20:57:40,21:06:40,21:15:40,21:24:40,21:33:40,21:42:40,21:51:40,22:00:40,22:09:40,22:18:40,22:27:40,22:36:40,22:46:40,22:57:40,23:09:40,23:22:10,23:36:00,,,,,,,,,,,,,,,,,,,,,,,,
방촌,05:30:00,05:40:45,05:52:45,06:03:45,06:13:45,06:23:45,06:32:45,06:41:45,06:50:45,06:59:45,07:08:45,07:17:45,07:26:45,07:35:45,07:44:45,07:53:45,08:02:45,08:11:45,08:20:45,08:29:45,08:38:45,08:47:45,08:56:45,09:05:45,09:14:45,09:23:45,09:32:45,09:41:45,09:50:45,09:59:45,10:08:45,10:17:45,10:26:45,10:35:45,10:44:45,10:53:45,11:02:45,11:11:45,11:20:45,11:29:45,11:37:45,11:45:45,11:53:45,12:01:45,12:09:45,12:17:45,12:25:45,12:33:45,12:41:45,12:49:45,12:57:45,13:05:45,13:13:45,13:21:45,13:29:45,13:37:45,13:45:45,13:53:45,14:01:45,14:09:45,14:17:45,14:25:45,14:33:45,14:41:45,14:49:45,14:57:45,15:05:45,15:13:45,15:21:45,15:29:45,15:37:45,15:45:45,15:53:45,16:01:45,16:09:45,16:17:45,16:25:45,16:33:45,16:41:45,16:49:45,16:57:45,17:05:45,17:13:45,17:21:45,17:29:45,17:37:45,17:46:45,17:55:45,18:04:45,18:13:45,18:22:45,18:31:45,18:40:45,18:49:45,18:58:45,19:07:45,19:16:45,19:25:45,19:34:45,19:43:45,19:52:45,20:01:45,20:10:45,20:19:45,20:28:45,20:37:45,20:46:45,20:55:45,21:04:45,21:13:45,21:22:45,21:31:45,21:40:45,21:49:45,21:58:45,22:07:45,22:16:45,22:25:45,22:34:45,22:44:45,22:55:45,23:07:45,23:20:15,23:34:05,,,,,,,,,,,,,,,,,,,,,,,,
용계,,05:38:55,05:50:55,06:01:55,06:11:55,06:21:55,06:30:55,06:39:55,06:48:55,06:57:55,07:06:55,07:15:55,07:24:55,07:33:55,07:42:55,07:51:55,08:00:55,08:09:55,08:18:55,08:27:55,08:36:55,08:45:55,08:54:55,09:03:55,09:12:55,09:21:55,09:30:55,09:39:55,09:48:55,09:57:55,10:06:55,10:15:55,10:24:55,10:33:55,10:42:55,10:51:55,11:00:55,11:09:55,11:18:55,11:27:55,11:35:55,11:43:55,11:51:55,11:59:55,12:07:55,12:15:55,12:23:55,12:31:55,12:39:55,12:47:55,12:55:55,13:03:55,13:11:55,13:19:55,13:27:55,13:35:55,13:43:55,13:51:55,13:59:55,14:07:55,14:15:55,14:23:55,14:31:55,14:39:55,14:47:55,14:55:55,15:03:55,15:11:55,15:19:55,15:27:55,15:35:55,15:43:55,15:51:55,15:59:55,16:07:55,16:15:55,16:23:55,16:31:55,16:39:55,16:47:55,16:55:55,17:03:55,17:11:55,17:19:55,17:27:55,17:35:55,17:44:55,17:53:55,18:02:55,18:11:55,18:20:55,18:29:55,18:38:55,18:47:55,18:56:55,19:05:55,19:14:55,19:23:55,19:32:55,19:41:55,19:50:55,19:59:55,20:08:55,20:17:55,20:26:55,20:35:55,20:44:55,20:53:55,21:02:55,21:11:55,21:20:55,21:29:55,21:38:55,21:47:55,21:56:55,22:05:55,22:14:55,22:23:55,22:32:55,22:42:55,22:53:55,23:05:55,23:18:25,23:32:15,,,,,,,,,,,,,,,,,,,,,,,,
