,1001,1003,1005,1007,1009,1011,1013,1015,1017,1019,1021,1023,1025,1027,1029,1031,1033,1035,1037,1039,1041,1043,1045,1047,1049,1051,1053,1055,1057,1059,1061,1063,1065,1067,1069,1071,1073,1075,1077,1079,1081,1083,1085,1087,1089,1091,1093,1095,1097,1099,1101,1103,1105,1107,1109,1111,1113,1115,1117,1119,1121,1123,1125,1127,1129,1131,1133,1135,1137,1139,1141,1143,1145,1147,1149,1151,1153,1155,1157,1159,1161,1163,1165,1167,1169,1171,1173,1175,1177,1179,1181,1183,1185,1187,1189,1191,1193,1195,1197,1199,1201,1203,1205,1207,1209,1211,1213,1215,1217,1219,1221,1223,1225,1227,1229,1231,1233,1235,1237,1239,1241,1243,1245,1247,1249,1251,1253,1255,1257,1259,1261,1263,1265,1267,1269,1271,1273,1275,1277,1279,1281,1283,1285,1287,1289,1291,1293,1295
안지랑,,05:43:15,05:56:45,06:08:45,06:19:45,06:29:45,06:39:45,06:48:45,06:57:45,07:06:45,07:15:45,07:24:45,07:33:45,07:42:45,07:51:45,08:00:45,08:09:45,08:18:45,08:27:45,08:36:45,08:45:45,08:54:45,09:03:45,09:12:45,09:21:45,09:30:45,09:39:45,09:48:45,09:57:45,10:06:45,10:15:45,10:24:45,10:33:45,10:42:45,10:51:45,11:00:45,11:09:45,11:18:45,11:27:45,11:36:45,11:44:45,11:52:45,12:00:45,12:08:45,12:16:45,12:24:45,12:32:45,12:40:45,12:48:45,12:56:45,13:04:45,13:12:45,13:20:45,13:28:45,13:36:45,13:44:45,13:52:45,14:00:45,14:08:45,14:16:45,14:24:45,14:32:45,14:40:45,14:48:45,14:56:45,15:04:45,15:12:45,15:20:45,15:28:45,15:36:45,15:44:45,15:52:45,16:00:45,16:08:45,16:16:45,16:24:45,16:32:45,16:40:45,16:48:45,16:56:45,17:04:45,17:12:45,17:20:45,17:28:45,17:36:45,17:44:45,17:53:45,18:02:45,18:11:45,18:20:45,18:29:45,18:38:45,18:47:45,18:56:45,19:05:45,19:14:45,19:23:45,19:32:45,19:41:45,19:50:45,19:59:45,20:08:45,20:17:45,20:26:45,20:35:45,20:44:45,20:53:45,21:02:45,21:11:45,21:20:45,21:29:45,21:38:45,21:47:45,21:56:45,22:05:45,22:14:45,22:23:45,22:32:45,22:41:45,22:51:45,23:01:45,23:11:45,23:22:45,23:33:55,,,,,,,,,,,,,,,,,,,,,,,,
현충로,,05:45:00,05:58:30,06:10:30,06:21:30,06:31:30,06:41:30,06:50:30,06:59:30,07:08:30,07:17:30,07:26:30,07:35:30,07:44:30,07:53:30,08:02:30,08:11:30,08:20:30,08:29:30,08:38:30,08:47:30,08:56:30,09:05:30,09:14:30,09:23:30,09:32:30,09:41:30,09:50:30,09:59:30,10:08:30,10:17:30,10:26:30,10:35:30,10:44:30,10:53:30,11:02:30,11:11:30,11:20:30,11:29:30,11:38:30,11:46:30,11:54:30,12:02:30,12:10:30,12:18:30,12:26:30,12:34:30,12:42:30,12:50:30,12:58:30,13:06:30,13:14:30,13:22:30,13:30:30,13:38:30,13:46:30,13:54:30,14:02:30,14:10:30,14:18:30,14:26:30,14:34:30,14:42:30,14:50:30,14:58:30,15:06:30,15:14:30,15:22:30,15:30:30,15:38:30,15:46:30,15:54:30,16:02:30,16:10:30,16:18:30,16:26:30,16:34:30,16:42:30,16:50:30,16:58:30,17:06:30,17:14:30,17:22:30,17:30:30,17:38:30,17:46:30,17:55:30,18:04:30,18:13:30,18:22:30,18:31:30,18:40:30,18:49:30,18:58:30,19:07:30,19:16:30,19:25:30,19:34:30,19:43:30,19:52:30,20:01:30,20:10:30,20:19:30,20:28:30,20:37:30,20:46:30,20:55:30,21:04:30,21:13:30,21:22:30,21:31:30,21:40:30,21:49:30,21:58:30,22:07:30,22:16:30,22:25:30,22:34:30,22:43:30,22:53:30,23:03:30,23:13:30,23:24:30,23:35:40,,,,,,,,,,,,,,,,,,,,,,,,
영대병원,,05:46:35,06:00:05,06:12:05,06:23:05,06:33:05,06:43:05,06:52:05,07:01:05,07:10:05,07:19:05,07:28:05,07:37:05,07:46:05,07:55:05,08:04:05,08:13:05,08:22:05,08:31:05,08:40:05,08:49:05,08:58:05,09:07:05,09:16:05,09:25:05,09:34:05,09:43:05,09:52:05,10:01:05,10:10:05,10:19:05,10:28:05,10:37:05,10:46:05,10:55:05,11:04:05,11:13:05,11:22:05,11:31:05,11:40:05,11:48:05,11:56:05,12:04:05,12:12:05,12:20:05,12:28:05,12:36:05,12:44:05,12:52:05,13:00:05,13:08:05,13:16:05,13:24:05,13:32:05,13:40:05,13:48:05,13:56:05,14:04:05,14:12:05,14:20:05,14:28:05,14:36:05,14:44:05,14:52:05,15:00:05,15:08:05,15:16:05,15:24:05,15:32:05,15:40:05,15:48:05,15:56:05,16:04:05,16:12:05,16:20:05,16:28:05,16:36:05,16:44:05,16:52:05,17:00:05,17:08:05,17:16:05,17:24:05,17:32:05,17:40:05,17:48:05,17:57:05,18:06:05,18:15:05,18:24:05,18:33:05,18:42:05,18:51:05,19:00:05,19:09:05,19:18:05,19:27:05,19:36:05,19:45:05,19:54:05,20:03:05,20:12:05,20:21:05,20:30:05,20:39:05,20:48:05,20:57:05,21:06:05,21:15:05,21:24:05,21:33:05,21:42:05,21:51:05,22:00:05,22:09:05,22:18:05,22:27:05,22:36:05,22:45:05,22:55:05,23:05:05,23:15:05,23:26:05,23:37:15,,,,,,,,,,,,,,,,,,,,,,,,
교대,05:35:00,05:48:25,06:01:55,06:13:55,06:24:55,06:34:55,06:44:55,06:53:55,07:02:55,07:11:55,07:20:55,07:29:55,07:38:55,07:47:55,07:56:55,08:05:55,08:14:55,08:23:55,08:32:55,08:41:55,08:50:55,08:59:55,09:08:55,09:17:55,09:26:55,09:35:55,09:44:55,09:53:55,10:02:55,10:11:55,10:20:55,10:29:55,10:38:55,10:47:55,10:56:55,11:05:55,11:14:55,11:23:55,11:32:55,11:41:55,11:49:55,11:57:55,12:05:55,12:13:55,12:21:55,12:29:55,12:37:55,12:45:55,12:53:55,13:01:55,13:09:55,13:17:55,13:25:55,13:33:55,13:41:55,13:49:55,13:57:55,14:05:55,14:13:55,14:21:55,14:29:55,14:37:55,14:45:55,14:53:55,15:01:55,15:09:55,15:17:55,15:25:55,15:33:55,15:41:55,15:49:55,15:57:55,16:05:55,16:13:55,16:21:55,16:29:55,16:37:55,16:45:55,16:53:55,17:01:55,17:09:55,17:17:55,17:25:55,17:33:55,17:41:55,17:49:55,17:58:55,18:07:55,18:16:55,18:25:55,18:34:55,18:43:55,18:52:55,19:01:55,19:10:55,19:19:55,19:28:55,19:37:55,19:46:55,19:55:55,20:04:55,20:13:55,20:22:55,20:31:55,20:40:55,20:49:55,20:58:55,21:07:55,21:16:55,21:25:55,21:34:55,21:43:55,21:52:55,22:01:55,22:10:55,22:19:55,22:28:55,22:37:55,22:46:55,22:56:55,23:06:55,23:16:55,23:27:55,23:39:05,,,,,,,,,,,,,,,,,,,,,,,,
명덕,05:36:10,05:50:00,06:03:30,06:15:30,06:26:30,06:36:30,06:46:30,06:55:30,07:04:30,07:13:30,07:22:30,07:31:30,07:40:30,07:49:30,07:58:30,08:07:30,08:16:30,08:25:30,08:34:30,08:43:30,08:52:30,09:01:30,09:10:30,09:19:30,09:28:30,09:37:30,09:46:30,09:55:30,10:04:30,10:13:30,10:22:30,10:31:30,10:40:30,10:49:30,10:58:30,11:07:30,11:16:30,11:25:30,11:34:30,11:43:30,11:51:30,11:59:30,12:07:30,12:15:30,12:23:30,12:31:30,12:39:30,12:47:30,12:55:30,13:03:30,13:11:30,13:19:30,13:27:30,13:35:30,13:43:30,13:51:30,13:59:30,14:07:30,14:15:30,14:23:30,14:31:30,14:39:30,14:47:30,14:55:30,15:03:30,15:11:30,15:19:30,15:27:30,15:35:30,15:43:30,15:51:30,15:59:30,16:07:30,16:15:30,16:23:30,16:31:30,16:39:30,16:47:30,16:55:30,17:03:30,17:11:30,17:19:30,17:27:30,17:35:30,17:43:30,17:51:30,18:00:30,18:09:30,18:18:30,18:27:30,18:36:30,18:45:30,18:54:30,19:03:30,19:12:30,19:21:30,19:30:30,19:39:30,19:48:30,19:57:30,20:06:30,20:15:30,20:24:30,20:33:30,20:42:30,20:51:30,21:00:30,21:09:30,21:18:30,21:27:30,21:36:30,21:45:30,21:54:30,22:03:30,22:12:30,22:21:30,22:30:30,22:39:30,22:48:30,22:58:30,23:08:30,23:18:30,23:29:30,23:40:40,,,,,,,,,,,,,,,,,,,,,,,,
반월당,05:37:45,05:51:35,06:05:05,06:17:05,06:28:05,06:38:05,06:48:05,06:57:05,07:06:05,07:15:05,07:24:05,07:33:05,07:42:05,07:51:05,08:00:05,08:09:05,08:18:05,08:27:05,08:36:05,08:45:05,08:54:05,09:03:05,09:12:05,09:21:05,09:30:05,09:39:05,09:48:05,09:57:05,10:06:05,10:15:05,10:24:05,10:33:05,10:42:05,10:51:05,11:00:05,11:09:05,11:18:05,11:27:05,11:36:05,11:45:05,11:53:05,12:01:05,12:09:05,12:17:05,12:25:05,12:33:05,12:41:05,12:49:05,12:57:05,13:05:05,13:13:05,13:21:05,13:29:05,13:37:05,13:45:05,13:53:05,14:01:05,14:09:05,14:17:05,14:25:05,14:33:05,14:41:05,14:49:05,14:57:05,15:05:05,15:13:05,15:21:05,15:29:05,15:37:05,15:45:05,15:53:05,16:01:05,16:09:05,16:17:05,16:25:05,16:33:05,16:41:05,16:49:05,16:57:05,17:05:05,17:13:05,17:21:05,17:29:05,17:37:05,17:45:05,17:53:05,18:02:05,18:11:05,18:20:05,18:29:05,18:38:05,18:47:05,18:56:05,19:05:05,19:14:05,19:23:05,19:32:05,19:41:05,19:50:05,19:59:05,20:08:05,20:17:05,20:26:05,20:35:05,20:44:05,20:53:05,21:02:05,21:11:05,21:20:05,21:29:05,21:38:05,21:47:05,21:56:05,22:05:05,22:14:05,22:23:05,22:32:05,22:41:05,22:50:05,23:00:05,23:10:05,23:20:05,23:31:05,23:42:15,,,,,,,,,,,,,,,,,,,,,,,,
중앙로,05:39:20,05:53:10,06:06:40,06:18:40,06:29:40,06:39:40,06:49:40,06:58:40,07:07:40,07:16:40,07:25:40,07:34:40,07:43:40,07:52:40,08:01:40,08:10:40,08:19:40,08:28:40,08:37:40,08:46:40,08:55:40,09:04:40,09:13:40,09:22:40,09:31:40,09:40:40,09:49:40,09:58:40,10:07:40,10:16:40,10:25:40,10:34:40,10:43:40,10:52:40,11:01:40,11:10:40,11:19:40,11:28:40,11:37:40,11:46:40,11:54:40,12:02:40,12:10:40,12:18:40,12:26:40,12:34:40,12:42:40,12:50:40,12:58:40,13:06:40,13:14:40,13:22:40,13:30:40,13:38:40,13:46:40,13:54:40,14:02:40,14:10:40,14:18:40,14:26:40,14:34:40,14:42:40,14:50:40,14:58:40,15:06:40,15:14:40,15:22:40,15:30:40,15:38:40,15:46:40,15:54:40,16:02:40,16:10:40,16:18:40,16:26:40,16:34:40,16:42:40,16:50:40,16:58:40,17:06:40,17:14:40,17:22:40,17:30:40,17:38:40,17:46:40,17:54:40,18:03:40,18:12:40,18:21:40,18:30:40,18:39:40,18:48:40,18:57:40,19:06:40,19:15:40,19:24:40,19:33:40,19:42:40,19:51:40,20:00:40,20:09:40,20:18:40,20:27:40,20:36:40,20:45:40,20:54:40,21:03:40,21:12:40,21:21:40,21:30:40,21:39:40,21:48:40,21:57:40,22:06:40,22:15:40,22:24:40,22:33:40,22:42:40,22:51:40,23:01:40,23:11:40,23:21:40,23:32:40,23:43:50,,,,,,,,,,,,,,,,,,,,,,,,
대구,05:41:05,05:54:55,06:08:25,06:20:25,06:31:25,06:41:25,06:51:25,07:00:25,07:09:25,07:18:25,07:27:25,07:36:25,07:45:25,07:54:25,08:03:25,08:12:25,08:21:25,08:30:25,08:39:25,08:48:25,08:57:25,09:06:25,09:15:25,09:24:25,09:33:25,09:42:25,09:51:25,10:00:25,10:09:25,10:18:25,10:27:25,10:36:25,10:45:25,10:54:25,11:03:25,11:12:25,11:21:25,11:30:25,11:39:25,11:48:25,11:56:25,12:04:25,12:12:25,12:20:25,12:28:25,12:36:25,12:44:25,12:52:25,13:00:25,13:08:25,13:16:25,13:24:25,13:32:25,13:40:25,13:48:25,13:56:25,14:04:25,14:12:25,14:20:25,14:28:25,14:36:25,14:44:25,14:52:25,15:00:25,15:08:25,15:16:25,15:24:25,15:32:25,15:40:25,15:48:25,15:56:25,16:04:25,16:12:25,16:20:25,16:28:25,16:36:25,16:44:25,16:52:25,17:00:25,17:08:25,17:16:25,17:24:25,17:32:25,17:40:25,17:48:25,17:56:25,18:05:25,18:14:25,18:23:25,18:32:25,18:41:25,18:50:25,18:59:25,19:08:25,19:17:25,19:26:25,19:35:25,19:44:25,19:53:25,20:02:25,20:11:25,20:20:25,20:29:25,20:38:25,20:47:25,20:56:25,21:05:25,21:14:25,21:23:25,21:32:25,21:41:25,21:50:25,21:59:25,22:08:25,22:17:25,22:26:25,22:35:25,22:44:25,22:53:25,23:03:25,23:13:25,23:23:25,23:34:25,23:45:35,,,,,,,,,,,,,,,,,,,,,,,,
칠성시장,05:42:45,05:56:35,06:10:05,06:22:05,06:33:05,06:43:05,06:53:05,07:02:05,07:11:05,07:20:05,07:29:05,07:38:05,07:47:05,07:56:05,08:05:05,08:14:05,08:23:05,08:32:05,08:41:05,08:50:05,08:59:05,09:08:05,09:17:05,09:26:05,09:35:05,09:44:05,09:53:05,10:02:05,10:11:05,10:20:05,10:29:05,10:38:05,10:47:05,10:56:05,11:05:05,11:14:05,11:23:05,11:32:05,11:41:05,11:50:05,11:58:05,12:06:05,12:14:05,12:22:05,12:30:05,12:38:05,12:46:05,12:54:05,13:02:05,13:10:05,13:18:05,13:26:05,13:34:05,13:42:05,13:50:05,13:58:05,14:06:05,14:14:05,14:22:05,14:30:05,14:38:05,14:46:05,14:54:05,15:02:05,15:10:05,15:18:05,15:26:05,15:34:05,15:42:05,15:50:05,15:58:05,16:06:05,16:14:05,16:22:05,16:30:05,16:38:05,16:46:05,16:54:05,17:02:05,17:10:05,17:18:05,17:26:05,17:34:05,17:42:05,17:50:05,17:58:05,18:07:05,18:16:05,18:25:05,18:34:05,18:43:05,18:52:05,19:01:05,19:10:05,19:19:05,19:28:05,19:37:05,19:46:05,19:55:05,20:04:05,20:13:05,20:22:05,20:31:05,20:40:05,20:49:05,20:58:05,21:07:05,21:16:05,21:25:05,21:34:05,21:43:05,21:52:05,22:01:05,22:10:05,22:19:05,22:28:05,22:37:05,22:46:05,22:55:05,23:05:05,23:15:05,23:25:05,23:36:05,23:47:15,,,,,,,,,,,,,,,,,,,,,,,,
신천,05:44:45,05:58:35,06:12:05,06:24:05,06:35:05,06:45:05,06:55:05,07:04:05,07:13:05,07:22:05,07:31:05,07:40:05,07:49:05,07:58:05,08:07:05,08:16:05,08:25:05,08:34:05,08:43:05,08:52:05,09:01:05,09:10:05,09:19:05,09:28:05,09:37:05,09:46:05,09:55:05,10:04:05,10:13:05,10:22:05,10:31:05,10:40:05,10:49:05,10:58:05,11:07:05,11:16:05,11:25:05,11:34:05,11:43:05,11:52:05,12:00:05,12:08:05,12:16:05,12:24:05,12:32:05,12:40:05,12:48:05,12:56:05,13:04:05,13:12:05,13:20:05,13:28:05,13:36:05,13:44:05,13:52:05,14:00:05,14:08:05,14:16:05,14:24:05,14:32:05,14:40:05,14:48:05,14:56:05,15:04:05,15:12:05,15:20:05,15:28:05,15:36:05,15:44:05,15:52:05,16:00:05,16:08:05,16:16:05,16:24:05,16:32:05,16:40:05,16:48:05,16:56:05,17:04:05,17:12:05,17:20:05,17:28:05,17:36:05,17:44:05,17:52:05,18:00:05,18:09:05,18:18:05,18:27:05,18:36:05,18:45:05,18:54:05,19:03:05,19:12:05,19:21:05,19:30:05,19:39:05,19:48:05,19:57:05,20:06:05,20:15:05,20:24:05,20:33:05,20:42:05,20:51:05,21:00:05,21:09:05,21:18:05,21:27:05,21:36:05,21:45:05,21:54:05,22:03:05,22:12:05,22:21:05,22:30:05,22:39:05,22:48:05,22:57:05,23:07:05,23:17:05,23:27:05,23:38:05,23:49:15,,,,,,,,,,,,,,,,,,,,,,,,
동대구역,05:46:30,06:00:20,06:13:50,06:25:50,06:36:50,06:46:50,06:56:50,07:05:50,07:14:50,07:23:50,07:32:50,07:41:50,07:50:50,07:59:50,08:08:50,08:17:50,08:26:50,08:35:50,08:44:50,08:53:50,09:02:50,09:11:50,09:20:50,09:29:50,09:38:50,09:47:50,09:56:50,10:05:50,10:14:50,10:23:50,10:32:50,10:41:50,10:50:50,10:59:50,11:08:50,11:17:50,11:26:50,11:35:50,11:44:50,11:53:50,12:01:50,12:09:50,12:17:50,12:25:50,12:33:50,12:41:50,12:49:50,12:57:50,13:05:50,13:13:50,13:21:50,13:29:50,13:37:50,13:45:50,13:53:50,14:01:50,14:09:50,14:17:50,14:25:50,14:33:50,14:41:50,14:49:50,14:57:50,15:05:50,15:13:50,15:21:50,15:29:50,15:37:50,15:45:50,15:53:50,16:01:50,16:09:50,16:17:50,16:25:50,16:33:50,16:41:50,16:49:50,16:57:50,17:05:50,17:13:50,17:21:50,17:29:50,17:37:50,17:45:50,17:53:50,18:01:50,18:10:50,18:19:50,18:28:50,18:37:50,18:46:50,18:55:50,19:04:50,19:13:50,19:22:50,19:31:50,19:40:50,19:49:50,19:58:50,20:07:50,20:16:50,20:25:50,20:34:50,20:43:50,20:52:50,21:01:50,21:10:50,21:19:50,21:28:50,21:37:50,21:46:50,21:55:50,22:04:50,22:13:50,22:22:50,22:31:50,22:40:50,22:49:50,22:58:50,23:08:50,23:18:50,23:28:50,23:39:50,23:51:00,,,,,,,,,,,,,,,,,,,,,,,,
동구청,05:48:05,06:01:55,06:15:25,06:27:25,06:38:25,06:48:25,06:58:25,07:07:25,07:16:25,07:25:25,07:34:25,07:43:25,07:52:25,08:01:25,08:10:25,08:19:25,08:28:25,08:37:25,08:46:25,08:55:25,09:04:25,09:13:25,09:22:25,09:31:25,09:40:25,09:49:25,09:58:25,10:07:25,10:16:25,10:25:25,10:34:25,10:43:25,10:52:25,11:01:25,11:10:25,11:19:25,11:28:25,11:37:25,11:46:25,11:55:25,12:03:25,12:11:25,12:19:25,12:27:25,12:35:25,12:43:25,12:51:25,12:59:25,13:07:25,13:15:25,13:23:25,13:31:25,13:39:25,13:47:25,13:55:25,14:03:25,14:11:25,14:19:25,14:27:25,14:35:25,14:43:25,14:51:25,14:59:25,15:07:25,15:15:25,15:23:25,15:31:25,15:39:25,15:47:25,15:55:25,16:03:25,16:11:25,16:19:25,16:27:25,16:35:25,16:43:25,16:51:25,16:59:25,17:07:25,17:15:25,17:23:25,17:31:25,17:39:25,17:47:25,17:55:25,18:03:25,18:12:25,18:21:25,18:30:25,18:39:25,18:48:25,18:57:25,19:06:25,19:15:25,19:24:25,19:33:25,19:42:25,19:51:25,20:00:25,20:09:25,20:18:25,20:27:25,20:36:25,20:45:25,20:54:25,21:03:25,21:12:25,21:21:25,21:30:25,21:39:25,21:48:25,21:57:25,22:06:25,22:15:25,22:24:25,22:33:25,22:42:25,22:51:25,23:00:25,23:10:25,23:20:25,23:30:25,23:41:25,23:52:35,,,,,,,,,,,,,,,,,,,,,,,,
아양교,05:49:45,06:03:35,06:17:05,06:29:05,06:40:05,06:50:05,07:00:05,07:09:05,07:18:05,07:27:05,07:36:05,07:45:05,07:54:05,08:03:05,08:12:05,08:21:05,08:30:05,08:39:05,08:48:05,08:57:05,09:06:05,09:15:05,09:24:05,09:33:05,09:42:05,09:51:05,10:00:05,10:09:05,10:18:05,10:27:05,10:36:05,10:45:05,10:54:05,11:03:05,11:12:05,11:21:05,11:30:05,11:39:05,11:48:05,11:57:05,12:05:05,12:13:05,12:21:05,12:29:05,12:37:05,12:45:05,12:53:05,13:01:05,13:09:05,13:17:05,13:25:05,13:33:05,13:41:05,13:49:05,13:57:05,14:05:05,14:13:05,14:21:05,14:29:05,14:37:05,14:45:05,14:53:05,15:01:05,15:09:05,15:17:05,15:25:05,15:33:05,15:41:05,15:49:05,15:57:05,16:05:05,16:13:05,16:21:05,16:29:05,16:37:05,16:45:05,16:53:05,17:01:05,17:09:05,17:17:05,17:25:05,17:33:05,17:41:05,17:49:05,17:57:05,18:05:05,18:14:05,18:23:05,18:32:05,18:41:05,18:50:05,18:59:05,19:08:05,19:17:05,19:26:05,19:35:05,19:44:05,19:53:05,20:02:05,20:11:05,20:20:05,20:29:05,20:38:05,20:47:05,20:56:05,21:05:05,21:14:05,21:23:05,21:32:05,21:41:05,21:50:05,21:59:05,22:08:05,22:17:05,22:26:05,22:35:05,22:44:05,22:53:05,23:02:05,23:12:05,23:22:05,23:32:05,23:43:05,23:54:15,,,,,,,,,,,,,,,,,,,,,,,,
동촌,05:51:50,06:05:40,06:19:10,06:31:10,06:42:10,06:52:10,07:02:10,07:11:10,07:20:10,07:29:10,07:38:10,07:47:10,07:56:10,08:05:10,08:14:10,08:23:10,08:32:10,08:41:10,08:50:10,08:59:10,09:08:10,09:17:10,09:26:10,09:35:10,09:44:10,09:53:10,10:02:10,10:11:10,10:20:10,10:29:10,10:38:10,10:47:10,10:56:10,11:05:10,11:14:10,11:23:10,11:32:10,11:41:10,11:50:10,11:59:10,12:07:10,12:15:10,12:23:10,12:31:10,12:39:10,12:47:10,12:55:10,13:03:10,13:11:10,13:19:10,13:27:10,13:35:10,13:43:10,13:51:10,13:59:10,14:07:10,14:15:10,14:23:10,14:31:10,14:39:10,14:47:10,14:55:10,15:03:10,15:11:10,15:19:10,15:27:10,15:35:10,15:43:10,15:51:10,15:59:10,16:07:10,16:15:10,16:23:10,16:31:10,16:39:10,16:47:10,16:55:10,17:03:10,17:11:10,17:19:10,17:27:10,17:35:10,17:43:10,17:51:10,17:59:10,18:07:10,18:16:10,18:25:10,18:34:10,18:43:10,18:52:10,19:01:10,19:10:10,19:19:10,19:28:10,19:37:10,19:46:10,19:55:10,20:04:10,20:13:10,20:22:10,20:31:10,20:40:10,20:49:10,20:58:10,21:07:10,21:16:10,21:25:10,21:34:10,21:43:10,21:52:10,22:01:10,22:10:10,22:19:10,22:28:10,22:37:10,22:46:10,22:55:10,23:04:10,23:14:10,23:24:10,23:34:10,23:45:10,23:56:20,,,,,,,,,,,,,,,,,,,,,,,,
해안,05:53:35,06:07:25,06:20:55,06:32:55,06:43:55,06:53:55,07:03:55,07:12:55,07:21:55,07:30:55,07:39:55,07:48:55,07:57:55,08:06:55,08:15:55,08:24:55,08:33:55,08:42:55,08:51:55,09:00:55,09:09:55,09:18:55,09:27:55,09:36:55,09:45:55,09:54:55,10:03:55,10:12:55,10:21:55,10:30:55,10:39:55,10:48:55,10:57:55,11:06:55,11:15:55,11:24:55,11:33:55,11:42:55,11:51:55,12:00:55,12:08:55,12:16:55,12:24:55,12:32:55,12:40:55,12:48:55,12:56:55,13:04:55,13:12:55,13:20:55,13:28:55,13:36:55,13:44:55,13:52:55,14:00:55,14:08:55,14:16:55,14:24:55,14:32:55,14:40:55,14:48:55,14:56:55,15:04:55,15:12:55,15:20:55,15:28:55,15:36:55,15:44:55,15:52:55,16:00:55,16:08:55,16:16:55,16:24:55,16:32:55,16:40:55,16:48:55,16:56:55,17:04:55,17:12:55,17:20:55,17:28:55,17:36:55,17:44:55,17:52:55,18:00:55,18:08:55,18:17:55,18:26:55,18:35:55,18:44:55,18:53:55,19:02:55,19:11:55,19:20:55,19:29:55,19:38:55,19:47:55,19:56:55,20:05:55,20:14:55,20:23:55,20:32:55,20:41:55,20:50:55,20:59:55,21:08:55,21:17:55,21:26:55,21:35:55,21:44:55,21:53:55,22:02:55,22:11:55,22:20:55,22:29:55,22:38:55,22:47:55,22:56:55,23:05:55,23:15:55,23:25:55,23:35:55,23:46:55,23:58:05,,,,,,,,,,,,,,,,,,,,,,,,
방촌,05:55:30,06:09:20,06:22:50,06:34:50,06:45:50,06:55:50,07:05:50,07:14:50,07:23:50,07:32:50,07:41:50,07:50:50,07:59:50,08:08:50,08:17:50,08:26:50,08:35:50,08:44:50,08:53:50,09:02:50,09:11:50,09:20:50,09:29:50,09:38:50,09:47:50,09:56:50,10:05:50,10:14:50,10:23:50,10:32:50,10:41:50,10:50:50,10:59:50,11:08:50,11:17:50,11:26:50,11:35:50,11:44:50,11:53:50,12:02:50,12:10:50,12:18:50,12:26:50,12:34:50,12:42:50,12:50:50,12:58:50,13:06:50,13:14:50,13:22:50,13:30:50,13:38:50,13:46:50,13:54:50,14:02:50,14:10:50,14:18:50,14:26:50,14:34:50,14:42:50,14:50:50,14:58:50,15:06:50,15:14:50,15:22:50,15:30:50,15:38:50,15:46:50,15:54:50,16:02:50,16:10:50,16:18:50,16:26:50,16:34:50,16:42:50,16:50:50,16:58:50,17:06:50,17:14:50,17:22:50,17:30:50,17:38:50,17:46:50,17:54:50,18:02:50,18:10:50,18:19:50,18:28:50,18:37:50,18:46:50,18:55:50,19:04:50,19:13:50,19:22:50,19:31:50,19:40:50,19:49:50,19:58:50,20:07:50,20:16:50,20:25:50,20:34:50,20:43:50,20:52:50,21:01:50,21:10:50,21:19:50,21:28:50,21:37:50,21:46:50,21:55:50,22:04:50,22:13:50,22:22:50,22:31:50,22:40:50,22:49:50,22:58:50,23:07:50,23:17:50,23:27:50,23:37:50,23:48:50,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
용계,05:57:20,06:11:10,06:24:40,06:36:40,06:47:40,06:57:40,07:07:40,07:16:40,07:25:40,07:34:40,07:43:40,07:52:40,08:01:40,08:10:40,08:19:40,08:28:40,08:37:40,08:46:40,08:55:40,09:04:40,09:13:40,09:22:40,09:31:40,09:40:40,09:49:40,09:58:40,10:07:40,10:16:40,10:25:40,10:34:40,10:43:40,10:52:40,11:01:40,11:10:40,11:19:40,11:28:40,11:37:40,11:46:40,11:55:40,12:04:40,12:12:40,12:20:40,12:28:40,12:36:40,12:44:40,12:52:40,13:00:40,13:08:40,13:16:40,13:24:40,13:32:40,13:40:40,13:48:40,13:56:40,14:04:40,14:12:40,14:20:40,14:28:40,14:36:40,14:44:40,14:52:40,15:00:40,15:08:40,15:16:40,15:24:40,15:32:40,15:40:40,15:48:40,15:56:40,16:04:40,16:12:40,16:20:40,16:28:40,16:36:40,16:44:40,16:52:40,17:00:40,17:08:40,17:16:40,17:24:40,17:32:40,17:40:40,17:48:40,17:56:40,18:04:40,18:12:40,18:21:40,18:30:40,18:39:40,18:48:40,18:57:40,19:06:40,19:15:40,19:24:40,19:33:40,19:42:40,19:51:40,20:00:40,20:09:40,20:18:40,20:27:40,20:36:40,20:45:40,20:54:40,21:03:40,21:12:40,21:21:40,21:30:40,21:39:40,21:48:40,21:57:40,22:06:40,22:15:40,22:24:40,22:33:40,22:42:40,22:51:40,23:00:40,23:09:40,23:19:40,23:29:40,23:39:40,23:50:40,,,,,,,,,,,,,,,,,,,,,,,,,
